Record ID,Account ID,First Name,Last Name,Email,Phone,Company,Lead Status,Lead Source,Created Date,Country,Record Type
0038GG2GU0SCI8P,001MM3030266T5L,Jim,Jackson,richardsonrachel@gmail.com,409-486-5511x356,Willis-Hall,Closed - Not Converted,Purchased List,2024-10-05,Hungary,Contact
003MXYP9HZB4567,001E1WL17FHS8ZZ,Jennifer,Morgan,kevin64@cherry-castro.net,+1-939-138-9004x702,Harrison LLC,Working - Contacted,Partner Referral,2024-12-04,Brazil,Contact
003D1KWHRH8NUNW,0010W4JUCNKS342,Jennifer,Morales,cwilson@welch-davis.info,+1-177-827-1130x6843,"Aguilar, Ryan and Sandoval",Closed - Converted,Partner Referral,2024-09-13,Greenland,Contact
003ULNWA2DTV6N6,001XFBG6WSCT3BB,Hector,Perez,mary23@yahoo.com,(615)750-3033,Taylor-Morgan,Working - Contacted,Partner Referral,2024-06-14,Guatemala,Contact
003UV135PQ264RP,0013VJUT5FX3K0X,David,Mccarthy,kennethhaynes@preston-campbell.com,+1-765-058-4260x0595,Fry Ltd,Open - Not Contacted,Purchased List,2024-08-06,Antarctica (the territory South of 60 deg S),Contact
003466T0KSSFE3I,001EP89O429SJBH,William,Miller,perezkenneth@stone.com,963.174.0174x69310,Miller-James,Closed - Not Converted,Web,2024-12-04,Mozambique,Contact
003VV004EN90ZZD,001O4RKLSPQD5U7,Tammy,Wall,fjimenez@hotmail.com,(298)085-1807,Miller Group,Open - Not Contacted,Web,2024-01-30,Turks and Caicos Islands,Contact
003ONZX1YI78W43,001WE0A1T6R3LPH,Michael,Martinez,zsmith@holmes.com,247-262-9667x7258,Snow-Mann,Closed - Converted,Phone Inquiry,2024-12-11,Andorra,Contact
003Q9PHZIWODOZY,001E1WL17FHS8ZZ,Henry,Bell,martinandrew@hotmail.com,(360)580-8257x9360,Mcguire PLC,Closed - Converted,Web,2024-07-11,Tokelau,Contact
003KLHNN1UJ6UCF,00148IOZ5BRBRF8,David,Lee,zacharyfranklin@hanson.com,094.837.4793x06392,Gibson PLC,Open - Not Contacted,Other,2024-04-30,Algeria,Contact
003KW7Z44HU34UT,0010W4JUCNKS342,Douglas,Moore,timothy60@hotmail.com,001-436-326-2748x017,Vasquez Group,Closed - Converted,Other,2024-08-09,Sweden,Contact
003AR4BB672XLR4,001S1CYGP4DDNG9,Jennifer,Jones,jamie60@george.net,591.979.9286,"Robinson, Dickson and Johnson",Closed - Converted,Web,2024-02-12,Saint Kitts and Nevis,Contact
003AJM9GOMLQB73,001HCMYXXJ7EOYW,Theresa,Rangel,bryan71@dillon-wilson.com,(934)422-7799,"Norton, Jordan and Jones",Open - Not Contacted,Other,2024-03-29,Mauritius,Contact
003WK4KIQV40S41,001PU6QDVASGG2M,Christopher,Escobar,gomezbrittany@gmail.com,548-875-2793,"Garcia, Hernandez and Miller",Open - Not Contacted,Web,2024-06-03,Bhutan,Contact
003IMQPHQEGFN4L,001EP89O429SJBH,Rachel,Quinn,mary68@hotmail.com,001-403-882-0231x57225,Williams-Brown,Closed - Converted,Other,2024-08-12,Cook Islands,Contact
003K4KSJOEJ9BAB,001FDE4MTQMLZZU,Michelle,Perez,rachelclark@anderson-ward.net,969-317-7719x3967,"Price, Gilbert and Ortega",Open - Not Contacted,Web,2024-03-02,Saint Helena,Contact
003KVVED2P7S8JI,001N8Y12UU7OVT6,Megan,Smith,hstephens@hotmail.com,+1-061-159-7958x4982,Ortega-Lara,Closed - Converted,Partner Referral,2024-11-27,Guinea,Contact
003IU236TLMCC8C,0013VJUT5FX3K0X,Eric,Dawson,amandagomez@schneider.com,586.359.8585,Sanders PLC,Working - Contacted,Partner Referral,2024-09-08,Haiti,Contact
003S93DMZZKTJQ5,001SQLN4KNCX6KE,Bryan,Curtis,carrmichael@gmail.com,760.258.7585,Ward PLC,Open - Not Contacted,Partner Referral,2024-09-25,Central African Republic,Contact
00376MMS98XX6Z4,00123ZQJN1CH197,Michael,Anderson,james97@macias.info,001-826-312-3631x6144,Harris and Sons,Closed - Converted,Web,2024-01-13,Solomon Islands,Contact
003QMARDT1UU0IC,001ZBDKJMQFR3CU,Kimberly,Maxwell,floresann@yahoo.com,785-478-5737x893,Fowler Ltd,Open - Not Contacted,Other,2024-04-13,Nepal,Contact
003RDZJXJAZIVQH,001HP5RG19XVD2F,Dennis,Mason,danielhernandez@hotmail.com,+1-329-672-7065x036,Horne Inc,Closed - Converted,Web,2024-04-15,Turkmenistan,Contact
003MHWIVG1T2YHJ,001BYNBMH096XAW,Adam,Palmer,ahernandez@holt.org,429.051.5610,Herman-Warren,Closed - Converted,Web,2024-02-29,Svalbard & Jan Mayen Islands,Contact
00313Z1ZK07X208,001DZM917HDOJHD,Ronnie,Lewis,aaron04@evans-pennington.com,(579)089-1302x9476,Burch-Landry,Closed - Converted,Phone Inquiry,2024-05-06,Liberia,Contact
003CUJ1IIT6XXMV,00148IOZ5BRBRF8,Julia,Garza,wardmisty@hotmail.com,953-863-3850,Jenkins-King,Working - Contacted,Other,2024-05-19,Benin,Contact
003QCXXDOTQM1ZH,001PJRQYELP5URK,William,Cooper,deannahinton@hotmail.com,2332228055,Miller Ltd,Closed - Converted,Other,2024-11-16,Palau,Contact
003CF1CBJ72YJKG,001QQDUKEXUU5XO,Steve,Johnson,morrisjohn@reyes.com,(899)937-0518x1828,Schneider Ltd,Working - Contacted,Phone Inquiry,2024-07-31,Swaziland,Contact
003N7XF0HK01WOQ,00170301OAK50E9,Jamie,Silva,richardlopez@hotmail.com,5401286333,"Reid, Peterson and Martin",Closed - Not Converted,Other,2024-03-11,Palestinian Territory,Contact
00305FX2IS04AZ8,001ZBDKJMQFR3CU,Audrey,Calhoun,robertmontgomery@hardy-wall.com,100.127.7810,George-Arellano,Working - Contacted,Purchased List,2024-03-30,Cyprus,Contact
003T0GY0PKSO3NW,001WE0A1T6R3LPH,Rebecca,Reynolds,jonespaige@burton-adams.com,+1-774-254-3654,Mclean Group,Closed - Converted,Web,2024-11-30,Aruba,Contact
00360SG2B7G0IJ5,001E1WL17FHS8ZZ,Daniel,Martinez,allenhenderson@gmail.com,464-375-3569,"Simpson, Cruz and Bernard",Open - Not Contacted,Partner Referral,2024-05-08,Taiwan,Contact
003UKS5614EQ0YQ,001APJSX0LETACF,Julie,Lewis,christopher68@hotmail.com,849.275.5967,Bennett Inc,Working - Contacted,Other,2024-08-19,South Africa,Contact
003UGCV2MMNYB6D,001D3VFI23EYEVE,Heather,Frye,samantha00@cox.com,0467031809,"Burton, Watkins and Frey",Closed - Not Converted,Partner Referral,2024-02-11,Saint Vincent and the Grenadines,Contact
0034L9F0OLV1MFW,001944UZRAP9Q0H,Darrell,Kennedy,kimberlyerickson@yahoo.com,068-104-4642,"Smith, Hamilton and Lewis",Closed - Not Converted,Phone Inquiry,2024-10-29,United Kingdom,Contact
003DG0ASX7SBS2L,001JMHOWG1WF9JQ,Robert,Henson,gnash@gmail.com,001-566-684-7053x76193,Evans Ltd,Working - Contacted,Other,2024-03-11,Belgium,Contact
0039JAOIRKWY07M,00119625XNPLFAW,Nicholas,Webb,roger54@martinez.com,1432514147,Ruiz Inc,Closed - Not Converted,Purchased List,2024-02-09,Mauritania,Contact
003HRECRTBNIY8O,001P1IK7PQCC7CP,Jessica,Lawrence,bthomas@yahoo.com,420.684.3772,"Tucker, Donovan and Martinez",Closed - Converted,Purchased List,2024-06-07,Belgium,Contact
003UDN264YTPTCW,001KCN48RN2CR5Y,Joan,Rivera,susanwalker@yahoo.com,+1-304-409-8465x835,Duffy Group,Closed - Not Converted,Phone Inquiry,2024-01-28,Saint Helena,Contact
003O3G2NBTZZ4VM,0013GWACSRNP2HX,Lisa,Andrews,munozcarol@hotmail.com,413.291.1567x548,Howell LLC,Open - Not Contacted,Other,2024-10-16,Puerto Rico,Contact
003NIYMIY5ABI9L,001P1IK7PQCC7CP,Diane,Lewis,paigegilbert@hotmail.com,903-230-2095,Ritter Inc,Working - Contacted,Other,2024-11-22,Rwanda,Contact
003V1MNKKNKH5QI,001HCMYXXJ7EOYW,Sandra,Levy,dickersonpamela@yahoo.com,(056)752-9636x608,West Group,Working - Contacted,Partner Referral,2024-08-28,United Kingdom,Contact
003YEUU4CXET0AP,001SEFMU4YOLF8C,John,Wright,cochranroy@richardson.com,(970)906-0611x85244,Hunter and Sons,Open - Not Contacted,Phone Inquiry,2024-09-16,Svalbard & Jan Mayen Islands,Contact
0039DCMAN5SPARU,001RIH1Z289LAPE,Stacey,Smith,taylordavid@ford-ellis.com,989.401.7601x990,Mcdaniel Group,Closed - Converted,Phone Inquiry,2024-02-04,Malawi,Contact
0037XUCISVJDCUC,001YBPRKTLIT5BD,Kim,Ellis,charles87@hotmail.com,3160779785,"Evans, Jackson and Stanley",Open - Not Contacted,Partner Referral,2024-02-10,Bahrain,Contact
0036DY7BV9LLOGE,0019O54L0L5CGSA,Judy,Flynn,davisdouglas@gmail.com,255.691.4023,"Clark, Conway and Torres",Closed - Not Converted,Purchased List,2024-11-09,Martinique,Contact
00357ITUUGWIEMJ,001QQDUKEXUU5XO,Sean,Reynolds,melanievincent@bradshaw.org,001-239-929-8949,Mora Inc,Closed - Not Converted,Other,2024-07-15,Germany,Contact
003GJM8C7T5GPJW,0010MLWCAPXDEX3,Tim,Blake,rreed@guzman.com,001-828-010-2632,"Marshall, Williams and Wright",Working - Contacted,Phone Inquiry,2024-10-08,San Marino,Contact
0038Z8Q64UJE6FK,001X9V5078JYKYK,Johnny,Hernandez,mark70@yahoo.com,001-176-998-0935x8168,Smith Inc,Closed - Not Converted,Purchased List,2024-06-13,Cayman Islands,Contact
0035LYT5AWUWN8J,0013VJUT5FX3K0X,Stephen,Jones,pjohnson@gmail.com,524.950.3367x715,"Williams, Lowe and Martin",Open - Not Contacted,Phone Inquiry,2024-02-26,Papua New Guinea,Contact
003ZP7Y6K1JR260,00127W6HY8G1TPU,David,French,fullerderek@rowe-figueroa.com,261-737-4815x99461,Walker-Stewart,Closed - Not Converted,Other,2024-07-12,Albania,Contact
0033EEBQWVFOM3J,001HCMYXXJ7EOYW,Christopher,Hooper,camachojames@gonzales-hudson.com,001-583-419-7121,"Chapman, Sharp and King",Working - Contacted,Partner Referral,2024-10-16,Aruba,Contact
0032QY4AJDCFWZI,001N2W3PT3I6F20,Christian,Blake,ltorres@ortiz.com,528.747.5688,"Salazar, Tucker and Stokes",Working - Contacted,Partner Referral,2024-04-10,Cyprus,Contact
003P47YO1CG5Z1J,001FDE4MTQMLZZU,Matthew,Kane,franklinjason@gmail.com,+1-048-989-3167,"Lee, Brock and Russell",Closed - Converted,Partner Referral,2024-11-27,Liechtenstein,Contact
0032JJ2LY9G4TOT,001ED8QE3H3R2W0,Hannah,Smith,kelli84@holmes-carey.com,(004)891-3697,"Diaz, Morales and Soto",Working - Contacted,Phone Inquiry,2024-02-12,Pakistan,Contact
003SXT7ECNLFSS8,001KQ9T5I4R78IP,Christina,Torres,qsavage@yahoo.com,(764)550-2987x566,Bond-Casey,Open - Not Contacted,Phone Inquiry,2024-02-24,Tanzania,Contact
003BK3FD19Q2WG9,001RNOAWTOXXVRU,Nancy,Phillips,michael25@hotmail.com,+1-355-648-2280x730,Becker-Jenkins,Closed - Converted,Purchased List,2024-05-24,Morocco,Contact
003MZ62D6UGXMZK,001HCMYXXJ7EOYW,Kyle,Meyer,kenneth35@webster-brown.com,538.703.0429x424,"Oliver, Sutton and Stewart",Closed - Converted,Web,2024-10-09,Reunion,Contact
0031NKJGY7ZSMP1,001ZM8ZJ31LLMOF,Kevin,Rogers,millsdylan@williams.biz,+1-000-716-2951x6203,"Carey, Myers and Edwards",Closed - Converted,Purchased List,2024-10-08,Reunion,Contact
0036VCYPWA55RDZ,001M1K8JBUQ2JDJ,Melissa,Vega,dmcintosh@salazar-woodard.com,+1-313-167-9805,Fisher Ltd,Open - Not Contacted,Web,2024-08-23,Saint Martin,Contact
0033XV43PY2TATP,0016SWHP6PWMLD1,Carla,Reynolds,katie89@lewis.info,001-234-001-6884x6108,Gardner and Sons,Working - Contacted,Partner Referral,2024-06-16,Uganda,Contact
003VZCN1NU6H9YR,001PAXHV2O0J3X9,Charlene,Ford,adamgeorge@hotmail.com,707.819.3915x03549,"Myers, Moody and Lopez",Closed - Not Converted,Other,2024-06-28,Vietnam,Contact
003A4ZLV3RYJTXY,0013VJUT5FX3K0X,Susan,Hicks,joserodriguez@wilson.com,(367)190-2044x865,Hines-Anthony,Closed - Converted,Web,2024-11-22,Trinidad and Tobago,Contact
003N3S4QTYBIV2Y,001W3QNKHK6B9BA,Karen,Dunn,gonzalezmia@norris-davidson.com,+1-741-068-1942x78606,"Harrison, Johnson and Harrington",Open - Not Contacted,Web,2024-12-06,Bermuda,Contact
0037U5TYMM3JAGY,0015Q5HH2LI42XO,Alex,Harris,omiller@torres.com,618.816.0912,Johnson-Mcconnell,Open - Not Contacted,Web,2024-11-06,Palau,Contact
003J4G7FL62WQMN,001SQLN4KNCX6KE,Jerry,Green,uwilson@taylor-jackson.info,984.424.0097x466,Holden Ltd,Closed - Not Converted,Purchased List,2024-07-24,Moldova,Contact
