Record ID,Account ID,First Name,Last Name,Email,Phone_person,Company,Lead Status,Lead Source,Created Date_person,Country_person,Record Type,Account Name,Phone_account,Website,Industry,Account Type,Billing Address,Created Date_account,Country_account
00QFJHV35OPRSY2,00148IOZ5BRBRF8,Anthony,House,paulamcknight@wells.com,+1-051-907-4489,Mitchell-Mahoney,Closed - Not Converted,Other,2024-10-24,Chad,Lead,"Armstrong, Mcdaniel and Lee",424-260-3912x214,http://young.biz/,Finance,Vendor,"728 James Brook Suite 446
Julianborough, RI 73303",2024-05-16,United States Virgin Islands
00QK3CTB3V4KFRB,001HL47B8PU5ZIZ,Scott,Campos,melissa16@rivera.info,8765123593,"Rivera, Larson and Carlson",Closed - Converted,Partner Referral,2024-10-03,Tunisia,Lead,Wood-Carrillo,001-346-712-1032x1022,https://www.richards.biz/,Education,Vendor,"1369 Tammy Lakes Suite 677
Sweeneyborough, VT 29277",2024-07-17,Japan
00QAZ6F2POV5UW7,001PMNII5IU9WF1,Gregory,Martinez,carlos10@yahoo.com,+1-657-062-0137x3140,"Nicholson, Mayer and Walters",Working - Contacted,Web,2024-06-01,Afghanistan,Lead,"Smith, Greer and Mcfarland",(169)695-4124x792,http://pruitt.com/,Healthcare,Vendor,"4751 Barton Coves Apt. 073
South Christopherview, MN 55099",2024-12-20,Iran
00QVOR5KEXAZS57,001P46MNTVI38RB,Jennifer,Kramer,eric73@page-peck.com,+1-885-009-1276x205,"Dixon, Torres and King",Working - Contacted,Partner Referral,2024-11-25,Saint Vincent and the Grenadines,Lead,Kaufman-Morgan,561-550-7990x990,https://www.gonzalez.com/,Finance,Customer,"2638 Moore Freeway Apt. 776
Huntport, KS 02006",2024-01-20,Svalbard & Jan Mayen Islands
00QZORNPY7BNYCO,00119625XNPLFAW,Tara,Miller,ibarrabarbara@hotmail.com,(382)748-1254,Moore-Villegas,Working - Contacted,Other,2024-09-12,Colombia,Lead,Bradshaw LLC,393-563-0576x46960,http://franklin.com/,Technology,Partner,"7347 Brooks Path
Nicolehaven, MD 91322",2024-05-09,France
00QDATWIK65EUOF,001BYNBMH096XAW,Karen,Ramirez,lisa86@soto-ramos.org,001-896-926-5284x671,Kaufman and Sons,Working - Contacted,Web,2024-11-15,Ecuador,Lead,Turner LLC,349.934.3043x64029,https://villarreal.net/,Finance,Customer,"45028 Gibbs Valley
South Shannonville, VT 78415",2024-08-26,Luxembourg
00Q1R7YOKD7J2B5,001EFFFJYOGM0D9,Gina,Marshall,bettylee@zhang.info,483.372.6947,"May, Nelson and Wright",Open - Not Contacted,Web,2024-12-14,New Zealand,Lead,"Griffin, Rodriguez and Guerrero",138-006-7459,https://hobbs-powell.com/,Retail,Prospect,"635 David Highway
South Andrew, MI 96093",2024-03-05,Papua New Guinea
00QVSSBCXBAYYEH,001SEFMU4YOLF8C,Steven,Ballard,vmcconnell@hotmail.com,001-486-461-9930x21155,"Hernandez, Young and Shannon",Working - Contacted,Web,2024-02-03,Trinidad and Tobago,Lead,Larson Ltd,369-154-1551,http://ballard.com/,Retail,Customer,"239 Porter Vista
Yateschester, AK 84556",2024-03-07,Angola
00Q3ZERRIM2AN69,001ZF3GARM89AOS,Reginald,Lopez,johnguzman@hotmail.com,+1-879-851-4034,Zamora-Norman,Open - Not Contacted,Other,2024-08-07,Guinea,Lead,"Weeks, Flores and Banks",001-188-980-4085x28672,https://www.hoffman.com/,Retail,Partner,"2267 Shannon Corner
Codyberg, OH 01281",2024-11-13,Palestinian Territory
00QECB4FTOO8YO5,001ZF3GARM89AOS,Bradley,Boyd,dawn18@gmail.com,933.977.9522x4541,Williams Group,Working - Contacted,Purchased List,2024-01-18,Hong Kong,Lead,"Weeks, Flores and Banks",001-188-980-4085x28672,https://www.hoffman.com/,Retail,Partner,"2267 Shannon Corner
Codyberg, OH 01281",2024-11-13,Palestinian Territory
00QYZ1S5HJHPD3F,001EFFFJYOGM0D9,Jennifer,Burton,mking@gmail.com,1075969884,Walker-Santos,Open - Not Contacted,Partner Referral,2024-05-24,Japan,Lead,"Griffin, Rodriguez and Guerrero",138-006-7459,https://hobbs-powell.com/,Retail,Prospect,"635 David Highway
South Andrew, MI 96093",2024-03-05,Papua New Guinea
00QCRURXSQL0IZ7,00148IOZ5BRBRF8,Timothy,Castillo,stephaniehuang@yahoo.com,283.367.1656x600,"Cochran, Eaton and Graham",Closed - Not Converted,Phone Inquiry,2024-02-27,Netherlands,Lead,"Armstrong, Mcdaniel and Lee",424-260-3912x214,http://young.biz/,Finance,Vendor,"728 James Brook Suite 446
Julianborough, RI 73303",2024-05-16,United States Virgin Islands
00QNNRIWO4GU2KW,001RNOAWTOXXVRU,Matthew,Mays,iruiz@chavez-ware.com,437.916.9795x46280,"Lee, Harper and Buchanan",Working - Contacted,Partner Referral,2024-07-03,Kenya,Lead,Jones Ltd,001-761-434-0552x881,https://www.wong.com/,Retail,Vendor,"1246 Harmon Path
Michellestad, OR 96825",2024-02-06,Bolivia
00QUO66O5BH51P3,0015Q5HH2LI42XO,Gregory,Rodriguez,jamiejackson@barnes.biz,907-651-6121,"Curry, Scott and Atkinson",Closed - Not Converted,Purchased List,2024-03-08,Wallis and Futuna,Lead,Stevens Group,+1-961-413-1946,http://www.cannon-henry.org/,Healthcare,Prospect,"372 Morrison Crest
Aliciaview, NE 37794",2024-06-12,Uganda
00QOOAETX724CO2,001N8Y12UU7OVT6,Paul,Brady,icline@jackson-williams.com,682-124-1102x2853,Medina-Malone,Working - Contacted,Other,2024-04-19,Namibia,Lead,Fisher Group,298.008.9021x434,http://www.mcdonald.com/,Healthcare,Vendor,"123 Reed Meadow
Kennethfort, VT 37642",2024-11-20,Sri Lanka
00Q8VWZ0T0OQWJK,0010WWL2KIRWSNE,Nicholas,Parks,cynthiacarlson@gmail.com,617.500.8491x4231,"Yoder, Hicks and Cook",Working - Contacted,Partner Referral,2024-02-26,Cambodia,Lead,"West, Jones and Ramirez",(508)769-6146x827,http://www.wells.com/,Retail,Vendor,"25387 Christopher Turnpike Apt. 862
East Laurieburgh, CO 49061",2024-10-11,Azerbaijan
00QWEWWKQGSU7OE,001EP89O429SJBH,Frances,Fisher,shermanjames@yahoo.com,801-463-4085,Owens Inc,Closed - Not Converted,Partner Referral,2024-11-28,Rwanda,Lead,Cunningham-Clark,(932)519-2954,https://www.long.info/,Healthcare,Prospect,"8393 Eric Skyway Apt. 522
Chadport, AK 17034",2024-12-11,Saint Helena
00Q0P7VWJAE04IH,001A7T0DU937X0C,Marilyn,Rios,woodjanet@hotmail.com,001-869-357-1146x621,"Garza, Robinson and Ward",Closed - Converted,Phone Inquiry,2024-12-13,Congo,Lead,"Peterson, Bryant and Jones",8008862766,https://www.townsend.info/,Finance,Prospect,"885 Peter Islands
Edwinville, NJ 72099",2024-05-23,Uzbekistan
00Q5FSKH022BDCQ,001N2W3PT3I6F20,Amanda,Arnold,alexis92@yahoo.com,+1-042-362-4872,"Klein, Liu and Garrison",Working - Contacted,Partner Referral,2024-09-17,Monaco,Lead,Martinez Group,(037)096-3123x4944,https://williams.org/,Retail,Partner,"3972 Johnson Stravenue
Lake Tonya, KY 83953",2024-10-04,Mauritius
00QD1RW016VJQ3F,001XZ8TMUAP29JA,Theresa,Hopkins,nathan32@perkins.com,656-413-6180x818,"Peterson, Clarke and Sanchez",Working - Contacted,Partner Referral,2024-09-24,Lebanon,Lead,"Johnson, Butler and Terry",281.353.1602,http://hawkins-walker.info/,Finance,Prospect,"9308 Petty Gardens
West Kimberly, TX 11287",2024-05-15,Croatia
00QMP03FGSDYBA1,001APJSX0LETACF,Whitney,Diaz,lthompson@yahoo.com,109.529.1532,Jimenez-Mayer,Closed - Converted,Web,2024-09-28,Thailand,Lead,Mora-Juarez,941.226.8752x749,http://www.davenport.com/,Healthcare,Partner,"61987 Velazquez Landing Suite 143
Lake Oscarstad, NV 47402",2024-06-27,Saint Lucia
00QXH8ZS5S7PSXE,001S1CYGP4DDNG9,Charles,Austin,davisjoy@hill.com,(156)576-5547x39983,"Harvey, Weeks and Edwards",Working - Contacted,Web,2024-04-06,Comoros,Lead,"Jones, Vincent and Barber",791.634.4813x15283,https://richardson.com/,Education,Partner,"80224 Flores Inlet
Bryantstad, DC 50610",2024-12-21,Norway
00QDPVA0IFSSW0B,001MGNJQNUSXCSG,Rachel,Paul,ryanayala@hotmail.com,(616)480-1864,"Cohen, Williams and Miller",Closed - Converted,Other,2024-03-21,Liechtenstein,Lead,Monroe-Brooks,4159900356,http://jefferson-king.com/,Healthcare,Vendor,"768 Alvarez Ridge
Lake Alicia, SD 03702",2024-04-13,Northern Mariana Islands
00Q4WTLYI0MU0VK,00170301OAK50E9,Jason,Brown,ericsteele@yahoo.com,883-743-3903,"Thomas, Clarke and Gray",Closed - Converted,Partner Referral,2024-01-08,United States of America,Lead,"Williams, Thompson and Washington",+1-424-355-7505x254,http://carrillo.com/,Retail,Prospect,"93632 Walton Brooks Apt. 939
South Patricia, GA 55326",2024-03-18,Argentina
00QUK9T5SU6XB5X,001SX1N5MRO2TA5,Nicole,Baker,hgarcia@yahoo.com,275-899-6822x65347,Hawkins-Ryan,Closed - Not Converted,Purchased List,2024-12-10,Uzbekistan,Lead,"Martinez, Cantu and Smith",+1-044-396-3115x811,http://neal-fisher.com/,Finance,Prospect,"820 Luis Turnpike Apt. 135
Lake Michelle, OK 69856",2024-01-15,Hong Kong
00QMKTE4JZ7LA56,001SE3ZCR68PK2R,Lori,Fox,bryantchristina@gmail.com,(906)877-2068,Parrish Group,Working - Contacted,Other,2024-04-03,Timor-Leste,Lead,Edwards LLC,492-268-0814x85258,https://www.campbell.org/,Education,Customer,"507 Timothy Manors Apt. 596
Leahborough, SD 52530",2024-09-30,Latvia
003XA4ET0VJARWE,001E1WL17FHS8ZZ,Brenda,Roberts,uromero@hotmail.com,(096)670-6317,"Lewis, Anderson and White",Open - Not Contacted,Web,2024-07-22,Egypt,Contact,White-Johnston,+1-894-906-7177x872,https://marsh-fox.net/,Retail,Customer,"754 Lang Corner
Sarahland, NE 12301",2024-10-01,Yemen
003TXQHJ51BREQW,001E1WL17FHS8ZZ,Sarah,Baker,roberthampton@hotmail.com,740.961.2030x02616,Davis-Cross,Open - Not Contacted,Other,2024-12-19,Spain,Contact,White-Johnston,+1-894-906-7177x872,https://marsh-fox.net/,Retail,Customer,"754 Lang Corner
Sarahland, NE 12301",2024-10-01,Yemen
0036TYMURGXWMAS,001ZF3GARM89AOS,Troy,Avila,epatterson@yahoo.com,001-755-276-4115x959,"Hughes, Ryan and Frazier",Closed - Converted,Phone Inquiry,2024-04-16,Hungary,Contact,"Weeks, Flores and Banks",001-188-980-4085x28672,https://www.hoffman.com/,Retail,Partner,"2267 Shannon Corner
Codyberg, OH 01281",2024-11-13,Palestinian Territory
003TPXIGNZMT7EB,001HP5RG19XVD2F,Gabriel,Curtis,welchbriana@yahoo.com,747.246.4968x3820,Tanner-King,Closed - Converted,Phone Inquiry,2024-04-13,Ghana,Contact,"Stewart, Robinson and Larsen",(179)940-8151x0203,https://www.harmon-love.net/,Manufacturing,Customer,"521 Miller Fort
Scottport, CO 73902",2024-08-13,Burundi
003A7JK64MHDYVC,00127W6HY8G1TPU,Paul,Harvey,kimberlypatel@davis.com,156.215.8047x5976,Fox-Carlson,Working - Contacted,Partner Referral,2024-10-21,Bangladesh,Contact,Murphy-Rodriguez,(675)462-2117,http://johnson-burton.com/,Healthcare,Vendor,"244 Ortiz Route Apt. 301
East Thomas, NC 36451",2024-02-01,Maldives
003I4XRC6DQ8YNV,001D3VFI23EYEVE,Edward,Reid,april86@anderson.net,+1-223-233-4485x511,Russo PLC,Closed - Not Converted,Partner Referral,2024-07-09,New Zealand,Contact,Marquez-Johnson,630-312-2331,https://www.bell.org/,Retail,Vendor,"298 Quinn Park
New Kelly, SD 59118",2024-12-02,Slovakia (Slovak Republic)
003C17WHC2Y65ZJ,001NX631LTJI7IU,Ashley,Powell,bward@martinez.com,(943)286-5897x409,"Abbott, Williamson and Wilcox",Open - Not Contacted,Phone Inquiry,2024-12-13,Saint Helena,Contact,"Robinson, Walsh and Solomon",482.527.9190,https://olsen-crawford.info/,Retail,Vendor,"74920 Lori Rapids Apt. 631
New Marcland, MA 84920",2024-11-21,Reunion
003GUH2MZ4QB708,001P1IK7PQCC7CP,Brett,Martin,bookerglenn@gmail.com,868.582.4903x28182,Reeves Ltd,Closed - Not Converted,Web,2024-06-08,Holy See (Vatican City State),Contact,Hill PLC,746-514-4394,https://blake-burns.com/,Manufacturing,Prospect,"49745 Smith Street
Lake Stephanie, UT 48003",2024-11-08,Swaziland
003OPBB55L6INND,001SEFMU4YOLF8C,David,Williams,acruz@scott.org,108.963.4106x11054,Orozco Inc,Open - Not Contacted,Purchased List,2024-08-31,South Georgia and the South Sandwich Islands,Contact,Larson Ltd,369-154-1551,http://ballard.com/,Retail,Customer,"239 Porter Vista
Yateschester, AK 84556",2024-03-07,Angola
003WWJZXIFI0KUP,0010WWL2KIRWSNE,Thomas,Brown,thomassteven@moreno-hughes.info,(263)300-1000x900,"Small, Barnes and Hansen",Open - Not Contacted,Other,2024-06-11,Colombia,Contact,"West, Jones and Ramirez",(508)769-6146x827,http://www.wells.com/,Retail,Vendor,"25387 Christopher Turnpike Apt. 862
East Laurieburgh, CO 49061",2024-10-11,Azerbaijan
0030T4LE6W8CFUB,001BYNBMH096XAW,Jose,Harper,vwilson@gmail.com,001-960-050-8006x40337,"Vaughn, Gallagher and Day",Closed - Not Converted,Partner Referral,2024-11-13,China,Contact,Turner LLC,349.934.3043x64029,https://villarreal.net/,Finance,Customer,"45028 Gibbs Valley
South Shannonville, VT 78415",2024-08-26,Luxembourg
003W221UAO04YYP,001UQXX290ORG3C,Jennifer,Douglas,luis58@yahoo.com,001-420-367-1692x47413,"Flores, Burton and Robinson",Closed - Not Converted,Purchased List,2024-11-08,Austria,Contact,Hebert and Sons,6817336736,http://rivera.com/,Finance,Partner,"07442 Mark Course Apt. 321
Pennychester, RI 55057",2024-01-15,Saint Helena
003J8YPPDFN3BEZ,001944UZRAP9Q0H,Sarah,Murphy,diana21@taylor.info,(516)375-7052x93857,Long-Robertson,Closed - Converted,Web,2024-12-09,Belarus,Contact,Coleman-Love,+1-086-320-5422x74407,https://morales.biz/,Education,Vendor,"2389 Melissa Rapids
East Rebeccaside, NM 67612",2024-01-21,Switzerland
003D8V6TLVS88SC,001P1IK7PQCC7CP,Wanda,Jones,rrice@mitchell.info,930-476-8908x28515,Campbell PLC,Working - Contacted,Partner Referral,2024-08-30,Bermuda,Contact,Hill PLC,746-514-4394,https://blake-burns.com/,Manufacturing,Prospect,"49745 Smith Street
Lake Stephanie, UT 48003",2024-11-08,Swaziland
0039WAY94P5H1NT,001PU6QDVASGG2M,Michael,Shea,carolmiller@carr.com,512-210-3731x9702,Bates Inc,Working - Contacted,Partner Referral,2024-01-16,Kenya,Contact,Schmidt-Austin,920.940.5193,https://www.willis-price.info/,Healthcare,Vendor,"525 Patricia Cape
East Jacob, VA 64262",2024-06-01,South Georgia and the South Sandwich Islands
003M2IZ4YFWZ315,001944UZRAP9Q0H,Robert,Thomas,kristencole@gmail.com,7813402572,"Golden, Castaneda and Johnson",Open - Not Contacted,Purchased List,2024-11-26,Honduras,Contact,Coleman-Love,+1-086-320-5422x74407,https://morales.biz/,Education,Vendor,"2389 Melissa Rapids
East Rebeccaside, NM 67612",2024-01-21,Switzerland
00376U1PRXQ6TIB,0016GIL21N00CQI,Ashley,Wood,paulmelton@gmail.com,(794)202-8073,Henderson PLC,Closed - Not Converted,Partner Referral,2024-09-28,Cape Verde,Contact,Macdonald-Hensley,756-290-2993x14561,http://bailey-salazar.com/,Manufacturing,Vendor,"8696 Andrew Lights
North Holly, MD 65889",2024-09-24,Angola
0033VWG7QG7CBZ9,001P1IK7PQCC7CP,Linda,Conley,lawsonchristopher@carey.com,001-129-664-6238x32332,Duke-Henry,Open - Not Contacted,Phone Inquiry,2024-01-02,French Polynesia,Contact,Hill PLC,746-514-4394,https://blake-burns.com/,Manufacturing,Prospect,"49745 Smith Street
Lake Stephanie, UT 48003",2024-11-08,Swaziland
003TM8RVOQ819WG,0013VJUT5FX3K0X,Chad,Smith,jacobsoncynthia@lang.biz,001-855-045-4729x764,Cisneros-Guzman,Closed - Converted,Other,2024-04-02,Antarctica (the territory South of 60 deg S),Contact,Nunez and Sons,9149465042,https://www.west-moran.org/,Technology,Prospect,"53153 Stephen Lodge
East Jeffery, CA 75275",2024-11-20,Saint Helena
0038MZMKZ6UBG9Q,0012AE5Q4PCIAKZ,Stephanie,Anderson,laurawalker@eaton.biz,171-865-1071,Johnson-Reyes,Closed - Converted,Phone Inquiry,2024-03-31,Falkland Islands (Malvinas),Contact,Brennan Inc,289-542-9043x120,https://torres.org/,Finance,Partner,"49004 Yolanda Knoll Apt. 418
Millertown, VT 63304",2024-02-13,Swaziland
0037EYFSIIQHDA3,001TSVW6MO9AKU0,Pam,Downs,tracy13@hotmail.com,428-590-6274x49120,Chan-Hale,Closed - Converted,Purchased List,2024-04-21,Macedonia,Contact,Moore-Shea,001-708-777-2810x2633,http://roberts.com/,Manufacturing,Customer,"6630 Hunt Camp
Berryburgh, RI 24911",2024-01-31,Portugal
003FDYHMCWAGAJU,001GG94SRS8YBJQ,Adam,Barnett,ronald21@yahoo.com,+1-899-238-8643x32840,Torres PLC,Working - Contacted,Phone Inquiry,2024-05-20,Angola,Contact,Chan-Miller,264-444-6357x5873,http://diaz.biz/,Education,Vendor,"2034 Melissa Mill
Joseside, MT 25171",2024-12-16,Svalbard & Jan Mayen Islands
003JCVJQI4YNTFS,001KCN48RN2CR5Y,Jennifer,Stephens,davidhamilton@norris.com,001-433-156-8383x243,Mcclure-Torres,Closed - Converted,Phone Inquiry,2024-09-27,Guatemala,Contact,Thomas Ltd,+1-098-605-3324,http://www.baxter-woods.com/,Manufacturing,Partner,"757 Smith Crossroad Apt. 767
Lake Taylor, MD 19325",2024-03-13,Djibouti
003XQRZY95DQYDW,001CZVC54I7UA6D,Susan,Gonzalez,philip48@gmail.com,555-544-8400x809,Morrow-Chung,Closed - Converted,Phone Inquiry,2024-11-06,India,Contact,"Gomez, Johnson and Lynch",439-794-4890x9098,http://www.bennett.com/,Technology,Prospect,"082 Karl Crossing Apt. 367
East Billyville, HI 63301",2024-03-24,Falkland Islands (Malvinas)
00331CC77N8G1C0,001QQDUKEXUU5XO,Jeremiah,Suarez,williamnielsen@king-jones.org,417.544.6191x0475,"Mason, Vasquez and Gonzalez",Working - Contacted,Phone Inquiry,2024-08-31,Mauritius,Contact,Gamble Ltd,292-398-4669x27803,http://www.rivera-guzman.net/,Technology,Customer,"317 Simpson Extensions Suite 685
Clarkview, RI 02921",2024-03-07,Liberia
003J2QKNKML7TWQ,001RIH1Z289LAPE,Stephanie,Christensen,richardbrown@yahoo.com,(387)983-1485,"Jones, Sanchez and Ruiz",Open - Not Contacted,Phone Inquiry,2024-10-22,Rwanda,Contact,"Cummings, Villarreal and Bryant",(388)524-5088,https://www.cook.com/,Retail,Partner,"1598 Kaufman Creek
Port Kevin, DC 65145",2024-08-03,Vanuatu
003T93R90GJ7QNJ,001WE0A1T6R3LPH,William,Reed,megangonzalez@gmail.com,2373615606,Harris-Brown,Working - Contacted,Web,2024-09-07,Guernsey,Contact,"Vaughan, Dunlap and Moore",163.782.8912,https://www.brown-anderson.info/,Healthcare,Prospect,"330 Jeremy Trail
South Tony, NE 49373",2024-07-03,Greece
003MB10JGJVPMP2,001D3VFI23EYEVE,Maureen,Smith,taylorstacey@yahoo.com,457.158.5817,"Palmer, Gomez and Moore",Closed - Converted,Purchased List,2024-06-03,Burkina Faso,Contact,Marquez-Johnson,630-312-2331,https://www.bell.org/,Retail,Vendor,"298 Quinn Park
New Kelly, SD 59118",2024-12-02,Slovakia (Slovak Republic)
003KP7NZS7EIQ97,001CZVC54I7UA6D,Laura,Hall,ivaughn@bennett.com,309.528.4363,Larson PLC,Working - Contacted,Partner Referral,2024-05-22,Madagascar,Contact,"Gomez, Johnson and Lynch",439-794-4890x9098,http://www.bennett.com/,Technology,Prospect,"082 Karl Crossing Apt. 367
East Billyville, HI 63301",2024-03-24,Falkland Islands (Malvinas)
003JE5GDDDNAHQT,001RNOAWTOXXVRU,Penny,Gray,vmooney@yahoo.com,+1-590-875-8926x60055,Gonzalez and Sons,Open - Not Contacted,Web,2024-05-05,Belize,Contact,Jones Ltd,001-761-434-0552x881,https://www.wong.com/,Retail,Vendor,"1246 Harmon Path
Michellestad, OR 96825",2024-02-06,Bolivia
003YXYEX9OBZAY2,001HCMYXXJ7EOYW,Veronica,Patrick,michael57@hotmail.com,+1-245-978-8652,"Wilson, Coleman and Schmidt",Closed - Converted,Partner Referral,2024-05-17,South Africa,Contact,Rose-Flores,762-387-2968x288,http://www.smith.org/,Healthcare,Prospect,"13929 Richardson Loaf Suite 311
South Melaniemouth, ME 67532",2024-09-25,Ghana
0034WGCEABCPBYF,001JZ8U6UD07W5M,Lauren,Smith,tbooth@smith.com,(353)203-8966x350,George and Sons,Closed - Converted,Web,2024-06-04,Armenia,Contact,"Simmons, Robles and Rodriguez",001-420-083-4008x68191,http://www.oneal.biz/,Manufacturing,Vendor,"4392 Johnson Mountains Apt. 225
Lauraport, CA 45341",2024-11-02,Thailand
00318UVMRFQZ8V8,001PJRQYELP5URK,Courtney,Ochoa,xsmith@hotmail.com,952-500-5093x011,Turner-Rodriguez,Closed - Not Converted,Purchased List,2024-08-29,Christmas Island,Contact,Solis-Campbell,958.253.2165,https://herring.com/,Retail,Vendor,"935 Chambers Skyway Apt. 412
Cannonchester, CA 84325",2024-12-07,Korea
003RNZYTP3QDHY0,0016GIL21N00CQI,Deborah,Price,loganstephen@chandler-johnson.com,9837012436,Richardson-Lopez,Open - Not Contacted,Purchased List,2024-01-10,Saint Pierre and Miquelon,Contact,Macdonald-Hensley,756-290-2993x14561,http://bailey-salazar.com/,Manufacturing,Vendor,"8696 Andrew Lights
North Holly, MD 65889",2024-09-24,Angola
003V62QX079F6KF,001ZM8ZJ31LLMOF,Patrick,Black,deckersusan@gmail.com,+1-709-935-9336x53035,Hansen Inc,Closed - Converted,Web,2024-03-01,Tokelau,Contact,Esparza-Vaughn,001-650-360-4087x966,https://gray-olson.com/,Education,Vendor,"381 Montgomery Gateway
Jaredmouth, CA 53935",2024-04-10,United Arab Emirates
0038GG2GU0SCI8P,001MM3030266T5L,Jim,Jackson,richardsonrachel@gmail.com,409-486-5511x356,Willis-Hall,Closed - Not Converted,Purchased List,2024-10-05,Hungary,Contact,Woodward LLC,368-839-7242,http://www.dougherty.net/,Healthcare,Prospect,"151 Scott Road Suite 586
Port Olivia, MO 30246",2024-09-08,Oman
003MXYP9HZB4567,001E1WL17FHS8ZZ,Jennifer,Morgan,kevin64@cherry-castro.net,+1-939-138-9004x702,Harrison LLC,Working - Contacted,Partner Referral,2024-12-04,Brazil,Contact,White-Johnston,+1-894-906-7177x872,https://marsh-fox.net/,Retail,Customer,"754 Lang Corner
Sarahland, NE 12301",2024-10-01,Yemen
003D1KWHRH8NUNW,0010W4JUCNKS342,Jennifer,Morales,cwilson@welch-davis.info,+1-177-827-1130x6843,"Aguilar, Ryan and Sandoval",Closed - Converted,Partner Referral,2024-09-13,Greenland,Contact,Ruiz LLC,566.662.1190x4298,http://simon.com/,Education,Prospect,"5221 Lambert Centers Suite 029
Port Kurt, NE 22208",2024-06-08,Saint Barthelemy
003ULNWA2DTV6N6,001XFBG6WSCT3BB,Hector,Perez,mary23@yahoo.com,(615)750-3033,Taylor-Morgan,Working - Contacted,Partner Referral,2024-06-14,Guatemala,Contact,"Holt, Washington and White",001-980-965-1506,http://www.murillo.biz/,Finance,Partner,"5626 Annette Village Suite 360
East Kevinfurt, OR 58825",2024-09-02,Bahrain
003UV135PQ264RP,0013VJUT5FX3K0X,David,Mccarthy,kennethhaynes@preston-campbell.com,+1-765-058-4260x0595,Fry Ltd,Open - Not Contacted,Purchased List,2024-08-06,Antarctica (the territory South of 60 deg S),Contact,Nunez and Sons,9149465042,https://www.west-moran.org/,Technology,Prospect,"53153 Stephen Lodge
East Jeffery, CA 75275",2024-11-20,Saint Helena
003466T0KSSFE3I,001EP89O429SJBH,William,Miller,perezkenneth@stone.com,963.174.0174x69310,Miller-James,Closed - Not Converted,Web,2024-12-04,Mozambique,Contact,Cunningham-Clark,(932)519-2954,https://www.long.info/,Healthcare,Prospect,"8393 Eric Skyway Apt. 522
Chadport, AK 17034",2024-12-11,Saint Helena
003VV004EN90ZZD,001O4RKLSPQD5U7,Tammy,Wall,fjimenez@hotmail.com,(298)085-1807,Miller Group,Open - Not Contacted,Web,2024-01-30,Turks and Caicos Islands,Contact,"Delacruz, Howard and Porter",887.402.6492x2028,https://www.oconnor.com/,Manufacturing,Customer,"463 Gwendolyn Plaza Suite 321
Port Allison, AZ 99338",2024-04-03,American Samoa
003ONZX1YI78W43,001WE0A1T6R3LPH,Michael,Martinez,zsmith@holmes.com,247-262-9667x7258,Snow-Mann,Closed - Converted,Phone Inquiry,2024-12-11,Andorra,Contact,"Vaughan, Dunlap and Moore",163.782.8912,https://www.brown-anderson.info/,Healthcare,Prospect,"330 Jeremy Trail
South Tony, NE 49373",2024-07-03,Greece
003Q9PHZIWODOZY,001E1WL17FHS8ZZ,Henry,Bell,martinandrew@hotmail.com,(360)580-8257x9360,Mcguire PLC,Closed - Converted,Web,2024-07-11,Tokelau,Contact,White-Johnston,+1-894-906-7177x872,https://marsh-fox.net/,Retail,Customer,"754 Lang Corner
Sarahland, NE 12301",2024-10-01,Yemen
003KLHNN1UJ6UCF,00148IOZ5BRBRF8,David,Lee,zacharyfranklin@hanson.com,094.837.4793x06392,Gibson PLC,Open - Not Contacted,Other,2024-04-30,Algeria,Contact,"Armstrong, Mcdaniel and Lee",424-260-3912x214,http://young.biz/,Finance,Vendor,"728 James Brook Suite 446
Julianborough, RI 73303",2024-05-16,United States Virgin Islands
003KW7Z44HU34UT,0010W4JUCNKS342,Douglas,Moore,timothy60@hotmail.com,001-436-326-2748x017,Vasquez Group,Closed - Converted,Other,2024-08-09,Sweden,Contact,Ruiz LLC,566.662.1190x4298,http://simon.com/,Education,Prospect,"5221 Lambert Centers Suite 029
Port Kurt, NE 22208",2024-06-08,Saint Barthelemy
003AR4BB672XLR4,001S1CYGP4DDNG9,Jennifer,Jones,jamie60@george.net,591.979.9286,"Robinson, Dickson and Johnson",Closed - Converted,Web,2024-02-12,Saint Kitts and Nevis,Contact,"Jones, Vincent and Barber",791.634.4813x15283,https://richardson.com/,Education,Partner,"80224 Flores Inlet
Bryantstad, DC 50610",2024-12-21,Norway
003AJM9GOMLQB73,001HCMYXXJ7EOYW,Theresa,Rangel,bryan71@dillon-wilson.com,(934)422-7799,"Norton, Jordan and Jones",Open - Not Contacted,Other,2024-03-29,Mauritius,Contact,Rose-Flores,762-387-2968x288,http://www.smith.org/,Healthcare,Prospect,"13929 Richardson Loaf Suite 311
South Melaniemouth, ME 67532",2024-09-25,Ghana
003WK4KIQV40S41,001PU6QDVASGG2M,Christopher,Escobar,gomezbrittany@gmail.com,548-875-2793,"Garcia, Hernandez and Miller",Open - Not Contacted,Web,2024-06-03,Bhutan,Contact,Schmidt-Austin,920.940.5193,https://www.willis-price.info/,Healthcare,Vendor,"525 Patricia Cape
East Jacob, VA 64262",2024-06-01,South Georgia and the South Sandwich Islands
